address,mac,ssid,latitude,longitude,geocoded_address
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:7B,WaffleHouse_3,33.941137,-84.211514,"Norcross, Georgia, United States"
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:7C,Perkins_3,35.777972,-84.119115,"Perkins Way, Friendsville, Tennessee 37737, United States"
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:7D,VillageInn_3,39.741681,-104.986109,"Denver, Colorado, United States"
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:7E,Shoneys_3,36.164518,-86.781073,"Nashville, Tennessee, United States"
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:7F,GoldenCorral_3,35.779557,-78.638148,"Raleigh, North Carolina, United States"
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:80,Ryans_3,43.44312,-76.4886,"1 Ryan's Way, Oswego, New York 13126, United States"
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:81,Hometown_3,32.713623,-117.16016,"San Diego, California, United States"
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:82,Sizzler_3,32.836784,-116.981972,"Mission Viejo Court, Santee, California 92071, United States"
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:83,Ponderosa_3,39.758781,-84.19637,"Dayton, Ohio, United States"
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:84,Bonanza_3,32.722346,-96.8977,"Bonanza Lane, Dallas, Texas 75211, United States"
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:85,Lubys_3,30.542237,-95.479229,"Rubys Way, New Waverly, Texas 77358, United States"
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:86,Furrs_3,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:87,Piccadilly_3,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:88,KW_3,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:89,Morrisons_3,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:8A,MCL_3,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:8B,Souplantation_3,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:8C,SweetTomatoes_3,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:8D,Cicis_3,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:8E,ChuckECheese_3,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:8F,DaveAndBusters_3,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:90,MainEvent_3,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:91,WhiteHouse_4,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:92,Empire_4,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:93,Apple_4,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:94,Microsoft_4,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:95,Facebook_4,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:96,Google_4,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:97,Amazon_4,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:98,Tesla_4,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:99,ApplePark_4,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9A,Oracle_4,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9B,Oracle2_4,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9C,Oracle3_4,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9D,Oracle4_4,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9E,Oracle5_4,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9F,Oracle6_4,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A0,Oracle7_4,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A1,Oracle8_4,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A2,Oracle9_4,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A3,Oracle10_4,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:A4,CNN_4,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:A5,NBC_4,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:A6,ABC_4,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:A7,CBS_4,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:A8,Fox_4,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:A9,TimeWarner_4,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:AA,ATT_4,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:AB,Verizon_4,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:AC,Sprint_4,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:AD,SprintHQ_4,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:AE,CocaCola_4,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:AF,Pepsi_4,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:B0,DrPepper_4,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:B1,Monster_4,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:B2,RedBull_4,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:B3,Starbucks_4,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:B4,Dunkin_4,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:B5,McDonalds_4,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:B6,BurgerKing_4,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:B7,Wendys_4,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:B8,TacoBell_4,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:B9,KFC_4,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:BA,PizzaHut_4,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:BB,Dominos_4,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:BC,PapaJohns_4,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:BD,Subway_4,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:BE,Chipotle_4,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:BF,Panera_4,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:C0,ChickfilA_4,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:C1,InNOut_4,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:C2,FiveGuys_4,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:C3,ShakeShack_4,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:C4,WhiteCastle_4,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:C5,Sonic_4,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:C6,Arbys_4,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:C7,JackBox_4,32.713623,-117.16016,"San Diego, California, United States"
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:C8,CarlsJr_4,33.833337,-117.913192,"Anaheim, California, United States"
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:C9,Hardees_4,35.939026,-77.800244,"Rocky Mount, North Carolina, United States"
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:CA,Popeyes_4,25.773357,-80.1919,"Miami, Florida, United States"
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:CB,Bojangles_4,35.227207,-80.84309,"Charlotte, North Carolina, United States"
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:CC,Zaxbys_4,33.87319,-83.47376,"Way, Watkinsville, Georgia 30677, United States"
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:CD,RaisingCanes_4,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:CE,Wingstop_4,32.781339,-96.799759,"Dallas, Texas, United States"
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:CF,BWW_4,44.976106,-93.266096,"Minneapolis, Minnesota, United States"
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:D0,Hooters_4,27.962345,-82.801662,"Clearwater, Florida, United States"
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:D1,TwinPeaks_4,32.781339,-96.799759,"Dallas, Texas, United States"
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:D2,TiltedKilt_4,33.425508,-111.939965,"Tempe, Arizona, United States"
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:D3,Applebees_4,34.146288,-118.254947,"Glendale, California, United States"
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:D4,Chilis_4,32.781339,-96.799759,"Dallas, Texas, United States"
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:D5,Fridays_4,32.923282,-96.750161,"Ti Boulevard, Dallas, Texas 75243, United States"
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:D6,OliveGarden_4,28.54211,-81.379039,"Orlando, Florida, United States"
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:D7,RedLobster_4,28.54211,-81.379039,"Orlando, Florida, United States"
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:D8,Outback_4,28.560591,-82.319854,"Outback Way, Brooksville, Florida 34601, United States"
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:D9,TexasRoadhouse_4,38.217245,-85.743848,"1 Texas Avenue, Louisville, Kentucky 40217, United States"
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:DA,LongHorn_4,28.320728,-81.413279,"Longhorn Court, Kissimmee, Florida 34741, United States"
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:DB,CrackerBarrel_4,36.207951,-86.2909,"Lebanon, Tennessee, United States"
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:DC,BobEvans_4,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:DD,Dennys_4,34.949572,-81.931681,"Spartanburg, South Carolina, United States"
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:DE,IHOP_4,34.146288,-118.254947,"Glendale, California, United States"
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:DF,WaffleHouse_4,33.941137,-84.211514,"Norcross, Georgia, United States"
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:E0,Perkins_4,35.777972,-84.119115,"Perkins Way, Friendsville, Tennessee 37737, United States"
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:E1,VillageInn_4,39.741681,-104.986109,"Denver, Colorado, United States"
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:E2,Shoneys_4,36.164518,-86.781073,"Nashville, Tennessee, United States"
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:E3,GoldenCorral_4,35.779557,-78.638148,"Raleigh, North Carolina, United States"
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:E4,Ryans_4,43.44312,-76.4886,"1 Ryan's Way, Oswego, New York 13126, United States"
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:E5,Hometown_4,32.713623,-117.16016,"San Diego, California, United States"
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:E6,Sizzler_4,32.836784,-116.981972,"Mission Viejo Court, Santee, California 92071, United States"
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:E7,Ponderosa_4,39.758781,-84.19637,"Dayton, Ohio, United States"
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:E8,Bonanza_4,32.722346,-96.8977,"Bonanza Lane, Dallas, Texas 75211, United States"
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:E9,Lubys_4,30.542237,-95.479229,"Rubys Way, New Waverly, Texas 77358, United States"
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:EA,Furrs_4,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:EB,Piccadilly_4,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:EC,KW_4,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:ED,Morrisons_4,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:EE,MCL_4,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:EF,Souplantation_4,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:F0,SweetTomatoes_4,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:F1,Cicis_4,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:F2,ChuckECheese_4,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:F3,DaveAndBusters_4,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:F4,MainEvent_4,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:F5,WhiteHouse_5,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:F6,Empire_5,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:F7,Apple_5,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:F8,Microsoft_5,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:F9,Facebook_5,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:FA,Google_5,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:FB,Amazon_5,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:FC,Tesla_5,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:FD,ApplePark_5,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:FE,Oracle_5,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:FF,Oracle2_5,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:00,Oracle3_5,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:01,Oracle4_5,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:02,Oracle5_5,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:03,Oracle6_5,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:04,Oracle7_5,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:05,Oracle8_5,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:06,Oracle9_5,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:07,Oracle10_5,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:08,CNN_5,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:09,NBC_5,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:0A,ABC_5,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:0B,CBS_5,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:0C,Fox_5,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:0D,TimeWarner_5,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:0E,ATT_5,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:0F,Verizon_5,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:10,Sprint_5,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:11,SprintHQ_5,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:12,CocaCola_5,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:13,Pepsi_5,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:14,DrPepper_5,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:15,Monster_5,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:16,RedBull_5,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:17,Starbucks_5,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:18,Dunkin_5,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:19,McDonalds_5,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:1A,BurgerKing_5,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:1B,Wendys_5,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:1C,TacoBell_5,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:1D,KFC_5,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:1E,PizzaHut_5,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:1F,Dominos_5,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:20,PapaJohns_5,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:21,Subway_5,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:22,Chipotle_5,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:23,Panera_5,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:24,ChickfilA_5,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:25,InNOut_5,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:26,FiveGuys_5,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:27,ShakeShack_5,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:28,WhiteCastle_5,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:29,Sonic_5,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:2A,Arbys_5,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:2B,JackBox_5,32.713623,-117.16016,"San Diego, California, United States"
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:2C,CarlsJr_5,33.833337,-117.913192,"Anaheim, California, United States"
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:2D,Hardees_5,35.939026,-77.800244,"Rocky Mount, North Carolina, United States"
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:2E,Popeyes_5,25.773357,-80.1919,"Miami, Florida, United States"
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:2F,Bojangles_5,35.227207,-80.84309,"Charlotte, North Carolina, United States"
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:30,Zaxbys_5,33.87319,-83.47376,"Way, Watkinsville, Georgia 30677, United States"
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:31,RaisingCanes_5,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:32,Wingstop_5,32.781339,-96.799759,"Dallas, Texas, United States"
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:33,BWW_5,44.976106,-93.266096,"Minneapolis, Minnesota, United States"
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:34,Hooters_5,27.962345,-82.801662,"Clearwater, Florida, United States"
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:35,TwinPeaks_5,32.781339,-96.799759,"Dallas, Texas, United States"
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:36,TiltedKilt_5,33.425508,-111.939965,"Tempe, Arizona, United States"
